unitid,"10 Year Mean Earnings (0-30,000)",10 Year Mean Earnings,"6 Year Mean Earnings (0-30,000)",6 Year Mean Earnings,"8 Year Median Earnings (0-30,000)",8 Year Median Earnings,"Median Student Loan Debt (0-30,000)",Median Student Loan Debt,"Number of Students in the Median Debt, Low-Income (0-30,000) Student Cohort","Number of Students in the Median Debt, Student Cohort",Historically Black College or University,Predominately Black Institution,Asian American and Native American Pacific Islander-Serving Institution,Tribal College or University,Asian American and Native American Pacific Islander-Serving Institutions,Hispanic Serving Institution,Native American Non-Tribal Institution,msi,year
157085,53700,54000,49200,43500,47697,53326,17007,16750,2041,8383,0,0,0,0,0,0,0,,latest
157100,38000,36500,25200,29900,45931,43722,6250,8510,169,462,0,0,0,0,0,0,0,,latest
157207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
157216,28100,31300,22600,25700,36852,39265,11250,11514,683,1351,0,0,0,0,0,0,0,,latest
157289,48100,48600,37200,38200,46045,51032,13840,13750,2032,6716,0,0,0,0,0,0,0,,latest
157298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
157304,28500,32100,24900,27300,28244,33568,6471,5853,450,923,0,0,0,0,0,0,0,,latest
157331,26200,29200,21600,24500,26671,29493,8819,8047,855,1355,0,0,0,0,0,0,0,,latest
157377,30400,37400,27900,34600,36614,40172,14318,12470,368,875,0,0,0,0,0,0,0,,latest
157386,33000,37000,28000,30000,36241,40571,14250,14705,1535,3801,0,0,0,0,0,0,0,,latest
157401,38700,42300,29400,33100,37515,41104,14708,15000,1220,3842,0,0,0,0,0,0,0,,latest
157438,27700,31700,21500,27600,28705,34533,9745,8000,657,1299,0,0,0,0,0,0,0,,latest
157447,38100,41800,32300,35200,43293,46837,16012,15159,1734,5862,0,0,0,0,0,0,0,,latest
157483,27900,31400,23700,26200,28654,31446,6500,6158,906,1559,0,0,0,0,0,0,0,,latest
157535,33200,39000,30100,32100,35178,39752,13000,12467,368,768,0,0,0,0,0,0,0,,latest
157553,26200,28200,23100,25000,27354,29277,7086,6911,762,1157,0,0,0,0,0,0,0,,latest
157614,21300,22000,16700,18500,21571,23535,7667,7851,1289,1839,0,0,0,0,0,0,0,,latest
157650,22400,24800,18300,20900,19742,20914,6222,6222,1280,1659,0,0,0,0,0,0,0,,latest
157669,20200,22700,19000,21600,20049,21941,6638,6756,1305,1708,0,0,0,0,0,0,0,,latest
157678,18800,20200,15200,16800,20014,21338,7212,7667,973,1292,0,0,0,0,0,0,0,,latest
157711,24700,27500,20400,22700,26406,29403,8896,8000,1532,2446,0,0,0,0,0,0,0,,latest
157739,24500,27900,20700,22900,26873,29523,5400,5500,544,813,0,0,0,0,0,0,0,,latest
157748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
157757,45600,48300,31500,38000,41973,48021,23000,20500,273,636,0,0,0,0,0,0,0,,latest
157793,28900,35100,24000,29100,31423,35849,9500,10688,1628,2808,0,0,0,0,0,0,0,,latest
157809,49000,58900,34400,46700,46941,55624,12283,14376,234,1001,0,0,0,0,0,0,0,,latest
157818,NA,50100,NA,34400,44151,48944,19500,20000,64,402,0,0,0,0,0,0,0,,latest
157863,30700,36400,24800,28800,36359,40549,14250,14250,317,671,0,0,0,0,0,0,0,,latest
157951,33700,38600,26900,30800,36796,40920,14250,14702,2303,7222,0,0,0,0,0,0,0,,latest
158088,NA,NA,NA,NA,NA,29545,7500,7000,629,878,0,0,0,0,0,0,0,,latest
158246,24700,27700,21300,22000,NA,28340,8821,8772,205,247,0,0,0,0,0,0,0,,latest
158325,NA,53400,NA,49000,NA,64058,13000,13000,49,92,0,0,0,0,0,0,0,,latest
158431,32400,36400,25200,28000,28099,31324,9500,9500,3275,4770,0,1,0,0,0,0,0,pbi,latest
158477,NA,52500,NA,32900,39894,46597,11000,15250,79,303,0,0,0,0,0,0,0,,latest
158538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
158617,27600,29400,20700,23000,NA,24330,9500,6100,250,303,0,0,0,0,0,0,0,,latest
158662,31300,34700,26100,28900,27894,29963,10203,9500,8204,10906,0,1,0,0,0,0,0,pbi,latest
158778,NA,NA,NA,NA,NA,14164,5229,5229,67,92,0,0,0,0,0,0,0,,latest
158787,NA,19500,NA,NA,NA,20654,NA,7797,14,45,0,0,0,0,0,0,0,,latest
158802,35400,37900,25200,27600,31962,34724,22443,23048,419,780,1,0,0,0,0,0,0,hbcu,latest
158884,30300,32500,30100,33600,NA,32625,8806,8250,1196,1601,0,1,0,0,0,0,0,pbi,latest
159009,30400,32800,24700,26200,28599,29689,25750,24500,2387,3484,1,0,0,0,0,0,0,hbcu,latest
159027,NA,21400,NA,15300,NA,17263,9500,9500,55,88,0,0,0,0,0,0,0,,latest
159197,51100,59900,44200,53400,54950,65501,11206,12214,392,716,0,0,0,0,0,0,0,,latest
159328,NA,23800,NA,19400,NA,20321,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
159373,122700,99800,69400,65600,72310,75116,20713,18500,207,505,0,0,0,0,0,0,0,,latest
159382,32200,36300,31400,33000,35036,39039,9840,10500,868,1856,0,0,0,0,0,0,0,,latest
159391,63700,60100,45500,45000,50578,54621,12250,12956,2198,8287,0,0,0,0,0,0,0,,latest
159407,32900,36700,27000,30400,30296,35569,7000,6989,746,1473,0,0,0,0,0,0,0,,latest
159416,36900,41000,33300,36000,40142,43811,16116,15000,705,1362,0,0,0,0,0,0,0,,latest
159513,NA,25300,21100,21900,27006,25696,9833,9833,147,208,0,0,0,0,0,0,0,,latest
159522,17800,23100,NA,20500,21587,21877,7916,7411,134,244,0,0,0,0,0,0,0,,latest
159531,NA,NA,NA,NA,NA,16590,NA,5500,NA,26,0,0,0,0,0,0,0,,latest
159568,45700,48300,31700,35400,35706,42939,9500,11000,268,674,0,0,0,0,0,0,0,,latest
159601,NA,NA,NA,NA,NA,18969,NA,6500,23,33,0,0,0,0,0,0,0,,latest
159647,45100,49200,35400,38800,44527,48864,14083,15000,943,3204,0,0,0,0,0,0,0,,latest
159656,53100,52300,34500,36000,38922,44225,15875,18500,455,1557,0,0,0,0,0,0,0,,latest
159717,39800,45000,34100,36600,37110,41254,14450,13000,1008,2616,0,0,0,0,0,0,0,,latest
159939,40500,43500,33700,35200,40808,43309,10500,11000,1615,3258,0,0,0,0,0,0,0,,latest
159948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
159966,39000,43800,32700,37200,38710,42544,13750,13156,1149,2954,0,0,0,0,0,0,0,,latest
159993,40400,46300,37800,38100,37950,42240,14959,15000,1414,3286,0,0,0,0,0,0,0,,latest
160010,NA,NA,NA,NA,NA,32033,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
160038,35400,39600,32200,35700,39109,43941,14750,15000,2785,5560,0,0,0,0,0,0,0,,latest
160065,41200,40700,35200,38700,47617,47498,20099,19500,279,544,0,0,0,0,0,0,0,,latest
160074,45000,49400,46200,46400,55181,57016,17420,16669,267,612,0,0,0,0,0,0,0,,latest
160117,NA,NA,NA,NA,NA,NA,6194,5500,313,383,0,0,0,0,0,0,0,,latest
160126,NA,NA,NA,NA,NA,15910,NA,6333,NA,55,0,0,0,0,0,0,0,,latest
160199,NA,NA,NA,NA,NA,14480,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
160320,25900,27400,23500,25000,24789,26953,7917,7917,2085,3537,0,0,0,0,0,0,0,,latest
160409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
160472,NA,15500,NA,NA,NA,19143,6028,5853,191,245,0,0,0,0,0,0,0,,latest
160481,NA,33400,28200,28400,NA,30468,8250,7500,693,1212,0,0,0,0,0,0,0,,latest
160524,26500,28100,22200,23400,26524,28019,9500,9500,6102,7169,0,0,0,0,0,0,0,,latest
160579,41600,44000,34700,39200,NA,32061,NA,4250,NA,19,0,0,0,0,0,0,0,,latest
160597,NA,19900,NA,21100,NA,23664,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
160612,39500,42800,32500,34600,38844,42305,11000,11077,2514,5945,0,0,0,0,0,0,0,,latest
160621,37500,39600,29500,30800,35974,38628,15250,15455,2601,4296,1,0,0,0,0,0,0,hbcu,latest
160630,31500,32100,26100,26800,NA,33646,20500,19500,911,1160,1,0,0,0,0,0,0,hbcu,latest
160649,29000,29800,24900,27000,27875,29048,8000,7500,1903,2389,1,0,0,0,0,0,0,hbcu,latest
160658,43900,46400,34400,37200,42067,44392,14000,14991,2204,6407,0,0,0,0,0,0,0,,latest
160667,NA,NA,NA,NA,NA,29088,8750,7772,1203,1883,0,0,0,0,0,0,0,,latest
160755,97400,86300,48800,48400,39415,56725,19937,19250,451,1935,0,0,0,0,0,0,0,,latest
160904,64200,64500,46200,46700,45824,48490,14000,14000,599,1505,1,0,0,0,0,0,0,hbcu,latest
160959,NA,27800,NA,20500,34833,34650,21500,17723,35,124,0,0,0,0,0,0,0,,latest
160977,NA,74300,NA,46000,NA,69879,12156,12442,36,300,0,0,0,0,0,0,0,,latest
160995,20900,23100,19300,22500,NA,33454,11298,11261,369,568,0,0,0,0,0,0,0,,latest
161004,NA,83300,NA,57100,69074,79520,8250,12000,32,298,0,0,0,0,0,0,0,,latest
161022,NA,53100,NA,47200,NA,49857,12125,12000,84,215,0,0,0,0,0,0,0,,latest
161077,31700,35600,26300,29500,NA,39911,9242,6568,602,1267,0,0,0,0,0,0,0,,latest
161086,NA,71000,NA,50200,NA,68015,4525,15000,22,285,0,0,0,0,0,0,0,,latest
161138,33800,36100,28400,32200,35505,37661,8000,7833,419,925,0,0,0,0,0,0,0,,latest
161192,30500,32300,27600,31000,NA,45906,10500,9500,471,910,0,0,0,0,0,0,0,,latest
161208,NA,NA,NA,36600,NA,49209,NA,7500,10,22,0,0,0,0,0,0,0,,latest
161217,27000,30600,22700,26000,36076,38850,14748,13215,1044,1930,0,0,0,0,0,0,0,,latest
161226,34900,37500,23100,27700,NA,37423,16500,16722,344,1070,0,0,0,0,0,0,0,,latest
161235,35400,37700,29900,36000,NA,55899,14750,12778,216,528,0,0,0,0,0,0,0,,latest
161253,44800,48300,32300,37400,46649,47778,15500,16750,1271,5211,0,0,0,0,0,0,0,,latest
161299,99900,107200,74600,82000,NA,84472,24575,26812,79,452,0,0,0,0,0,0,0,,latest
161341,31300,35300,25200,27600,NA,37342,8275,8275,229,591,0,0,0,0,0,0,0,,latest
161457,54700,51000,39900,41200,56943,59059,19250,20000,256,1672,0,0,0,0,0,0,0,,latest
161484,28100,33600,22700,27600,NA,36022,9486,8225,168,312,0,0,0,0,0,0,0,,latest
161493,18800,20200,15200,16800,20014,21338,7212,7667,973,1292,0,0,0,0,0,0,0,,latest
161509,NA,32800,NA,24000,29307,32039,22824,19000,82,289,0,0,0,0,0,0,0,,latest
161518,39200,47000,38000,42500,48619,62545,12000,19576,179,874,0,0,0,0,0,0,0,,latest
161527,24500,27800,19400,24000,NA,37978,6333,6333,397,725,0,0,0,0,0,0,0,,latest
161545,32400,36500,26900,29900,36470,38965,7070,6046,1061,2380,0,0,0,0,0,0,0,,latest
161554,44000,44400,34400,35600,44956,47454,13665,12887,1189,3413,0,0,0,0,0,0,0,,latest
161563,40700,43400,27200,31700,NA,37492,15450,20000,170,577,0,0,0,0,0,0,0,,latest
161572,31100,37400,26100,27800,NA,36959,3560,4752,708,1638,0,0,0,0,0,0,0,,latest
161581,26200,31600,20900,25400,NA,30398,5500,5500,56,110,0,0,0,0,0,0,0,,latest
161688,29100,33200,25500,28300,30730,35489,8250,8250,524,1215,0,0,0,0,0,0,0,,latest
161767,37900,42200,30300,34300,38433,42840,8053,6250,810,2292,0,0,0,0,0,0,0,,latest
161800,16200,19800,15200,16600,NA,18042,9000,7500,161,217,0,0,0,0,0,0,0,,latest
161855,NA,21300,NA,19200,NA,17501,NA,5500,77,92,0,0,0,0,0,0,0,,latest
161864,30600,32500,23400,24900,NA,32588,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
161873,60900,63400,41200,45100,50693,55807,19500,18972,611,1252,0,1,0,0,0,0,0,pbi,latest
162007,48400,48700,32300,34200,48021,50034,12500,12861,1239,3269,1,0,0,0,0,0,0,hbcu,latest
162061,NA,68100,NA,53000,81252,83027,12500,12000,77,264,0,0,0,0,0,0,0,,latest
162104,33800,36700,26900,29600,36377,42455,9500,8250,177,531,0,0,0,0,0,0,0,,latest
162122,35800,40600,27000,31200,36474,40875,6000,5500,216,927,0,0,0,0,0,0,0,,latest
162168,28900,31200,25800,26700,NA,35105,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
162210,40900,46300,50300,46700,52956,50919,23250,22750,269,564,0,0,0,0,0,0,0,,latest
162283,38200,41800,29600,31700,38041,41640,15750,15606,803,1472,1,0,0,0,0,0,0,hbcu,latest
162335,NA,22600,NA,16700,NA,26064,NA,9833,41,54,0,0,0,0,0,0,0,,latest
162371,32600,37700,23600,28100,37451,41530,5292,3668,701,1044,0,0,0,0,0,0,0,,latest
162557,36700,42100,27000,31200,37903,41355,6258,5500,278,899,0,0,0,0,0,0,0,,latest
162584,42900,47200,32000,33800,45580,50909,15000,14867,632,2228,0,0,0,0,0,0,0,,latest
162609,29300,31600,23600,26000,31707,34304,7224,6560,130,277,0,0,0,0,0,0,0,,latest
162654,69000,55100,32400,31800,46189,45943,18500,17882,145,654,0,0,0,0,0,0,0,,latest
162690,33200,37000,26800,29700,35842,39468,5922,6500,706,1562,0,0,0,0,0,0,0,,latest
162706,33800,36500,27900,30000,38644,42096,8325,7241,274,957,0,0,0,0,0,0,0,,latest
162760,43000,49400,33400,37500,50134,52669,19125,18185,213,746,0,0,0,0,0,0,0,,latest
162779,42200,44000,31700,34100,40337,43783,9500,8250,769,1784,0,0,0,0,1,0,0,aanapii,latest
162830,NA,27000,NA,19700,NA,20724,6333,6333,117,217,0,0,0,0,0,0,0,,latest
162928,106100,89300,68600,68000,83079,94324,7395,9000,289,1664,0,0,0,0,0,0,0,,latest
163028,36200,43500,26500,31900,36954,39262,9878,9500,3839,6211,0,0,0,0,0,0,0,,latest
163046,81000,78300,45900,52000,69319,75881,21500,23882,159,1485,0,0,0,0,0,0,0,,latest
163204,47200,55900,37900,47700,51152,60167,9500,10500,7821,17384,0,0,0,0,0,0,0,,latest
163259,128000,114200,84300,79900,85774,85792,18241,15000,191,561,0,0,0,0,0,0,0,,latest
163268,57500,59600,43500,42900,60990,63658,17094,15750,1136,3856,0,0,0,0,1,0,0,aanapii,latest
163286,68200,70800,45900,50100,71867,75472,15125,17000,1531,7833,0,0,0,0,0,0,0,,latest
163295,43700,41200,31300,30200,35081,37601,17313,16250,166,673,0,0,0,0,0,0,0,,latest
163338,36400,40400,29300,29100,39928,42148,18750,18500,466,1129,1,0,0,0,0,0,0,hbcu,latest
163347,26700,28300,24800,27500,33111,34896,9500,9500,3773,4789,0,0,0,0,0,0,0,,latest
163408,19900,21000,16400,19600,NA,22667,7295,7667,244,334,0,0,0,0,0,0,0,,latest
163426,45800,46000,32600,34000,44153,44765,9447,7000,1423,3637,0,0,0,0,1,1,0,aanapii;hsi,latest
163453,39900,42600,28800,30300,43973,46142,20578,19500,1507,3755,1,0,0,0,0,0,0,hbcu,latest
163462,53100,56600,35700,42000,48740,58069,17845,15000,184,938,0,0,0,0,0,0,0,,latest
163532,NA,NA,NA,NA,NA,57560,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
163541,19600,21900,16500,19000,NA,18714,6333,6333,439,574,0,0,0,0,0,0,0,,latest
163578,41200,56400,33000,47200,58794,60395,16666,17990,227,539,0,0,0,0,0,0,0,,latest
163657,42800,43700,31900,33900,40924,42373,7000,6000,1450,3345,0,1,0,0,0,0,0,pbi,latest
163815,NA,22600,NA,21500,NA,25066,7790,5713,56,76,0,0,0,0,0,0,0,,latest
163851,48400,54200,37200,40000,54325,57867,16564,15750,788,3602,0,0,0,0,0,0,0,,latest
163912,NA,55200,31000,38600,46826,57190,14883,17000,97,554,0,0,0,0,0,0,0,,latest
163976,NA,42000,NA,31600,36860,41004,15000,19500,41,173,0,0,0,0,0,0,0,,latest
164076,52900,55100,39400,41900,55439,59840,14616,15362,2089,8711,0,0,0,0,0,0,0,,latest
164085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
164155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
164173,50300,54600,39800,43800,51368,59433,20500,21500,369,1585,0,0,0,0,0,0,0,,latest
164216,NA,56500,NA,40700,59807,59385,20500,21000,97,573,0,0,0,0,0,0,0,,latest
164270,62200,54000,36700,36400,49130,50310,12250,15000,239,1000,0,0,0,0,0,0,0,,latest
164313,27900,31400,24000,26300,33106,35389,3500,3500,334,637,0,0,0,0,0,0,0,,latest
164368,NA,NA,NA,NA,NA,NA,NA,11000,18,33,0,0,0,0,0,0,0,,latest
164447,45200,50000,39900,41700,51219,47385,19353,21063,372,960,0,0,0,0,0,0,0,,latest
164465,NA,83300,78900,61600,86622,86438,9100,12000,38,270,0,0,0,0,0,0,0,,latest
164492,38900,48100,37000,38000,52394,58760,17206,17500,186,685,0,0,0,0,0,0,0,,latest
164535,NA,41500,NA,NA,NA,NA,NA,9500,NA,45,0,0,0,0,0,0,0,,latest
164562,60400,61300,38800,47100,NA,52461,21417,24250,157,1065,0,0,0,0,0,0,0,,latest
164580,106500,113300,71000,77000,99699,102507,16250,19000,81,493,0,0,0,0,0,0,0,,latest
164599,NA,NA,NA,36700,NA,NA,NA,7600,18,35,0,0,0,0,0,0,0,,latest
164614,NA,37500,NA,NA,NA,39366,NA,NA,NA,13,0,0,0,0,0,0,0,,latest
164632,39800,44800,31800,37000,NA,47466,18651,19100,773,1716,0,0,0,0,0,0,0,,latest
164739,83200,95400,60100,67000,95478,102857,24250,24007,193,1402,0,0,0,0,0,0,0,,latest
164748,34000,38300,24600,25700,24084,27560,16036,15750,798,2557,0,0,0,0,0,0,0,,latest
164775,32100,34900,27200,29000,NA,35877,9500,8250,263,550,0,0,0,0,0,0,0,,latest
164872,55700,50900,36500,40200,NA,62292,20448,24750,62,138,0,0,0,0,0,0,0,,latest
164915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
164924,94900,92500,63100,64900,83652,89620,16250,17962,423,2532,0,0,0,0,0,0,0,,latest
164988,83300,75900,57100,52800,75701,73661,20821,21500,855,4674,0,0,0,0,0,0,0,,latest
165015,68700,69000,48600,47000,72567,69857,19719,23250,216,975,0,0,0,0,0,0,0,,latest
165024,46300,47900,35000,37500,44261,50191,18500,18746,1726,5802,0,0,0,0,0,0,0,,latest
165033,31000,35100,26400,29500,31651,34395,3058,5250,1264,3215,0,0,0,0,0,0,0,,latest
165060,NA,61800,NA,54400,NA,NA,19000,15555,99,225,0,0,0,0,0,0,0,,latest
165112,37400,39500,30000,31900,NA,45843,5953,5500,614,1298,0,0,0,0,0,1,0,hsi,latest
165167,31900,40000,31600,36400,NA,48185,16791,14917,372,708,0,0,0,0,0,1,0,hsi,latest
165194,32100,35900,25800,28600,NA,37551,7640,6443,195,524,0,0,0,0,0,0,0,,latest
165255,31900,35600,23500,29500,NA,NA,6142,5500,131,297,0,0,0,0,0,0,0,,latest
165264,52500,58900,47400,55100,NA,76691,18345,15998,558,1390,0,0,0,0,0,0,0,,latest
165334,49200,54700,38200,38300,51297,52065,23442,22141,167,997,0,0,0,0,0,0,0,,latest
165495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
165529,43200,51100,37100,44800,40139,47710,14497,18320,399,1492,0,0,0,0,0,0,0,,latest
165574,33100,38100,25500,28700,29235,33302,12000,12000,187,710,0,0,0,0,0,0,0,,latest
165608,NA,NA,NA,NA,NA,NA,5989,5745,29,54,0,0,0,0,0,0,0,,latest
165635,55300,60500,40100,41400,NA,56001,20000,14750,158,305,0,0,0,0,0,0,0,,latest
165644,39000,46100,35300,39100,45804,48601,19875,19500,124,384,0,0,0,0,0,0,0,,latest
165662,53500,51200,40200,38700,51293,53113,16375,19000,275,1534,0,0,0,0,0,0,0,,latest
165671,50400,54400,36200,39500,NA,60385,25000,22969,172,992,0,0,0,0,0,0,0,,latest
165699,50800,56200,40200,45100,NA,61678,19067,23250,218,1514,0,0,0,0,0,0,0,,latest
165750,NA,21400,NA,20400,NA,18441,5500,5500,59,90,0,0,0,0,0,0,0,,latest
165802,34400,39600,25700,32400,42720,45266,12503,12500,504,1004,0,0,0,0,0,1,0,hsi,latest
165820,44100,47400,35900,37700,45822,53950,17790,18220,755,2499,0,0,0,0,0,0,0,,latest
165866,48700,49000,37900,38100,51974,49378,17500,17224,587,2095,0,0,0,0,0,0,0,,latest
165884,44200,46300,31400,34300,NA,42060,9500,9500,305,517,0,0,0,0,0,1,0,hsi,latest
165936,41500,47700,31800,36300,44148,47385,19000,23250,115,696,0,0,0,0,0,0,0,,latest
165945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
165981,34800,36300,26000,29100,NA,35403,6250,5500,227,529,0,0,0,0,0,0,0,,latest
166018,50300,39900,24900,24900,22667,34148,24000,25000,119,465,0,0,0,0,0,0,0,,latest
166027,135000,139100,89100,91300,101671,101095,12500,12500,193,660,0,0,0,0,0,0,0,,latest
166045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
166054,NA,NA,NA,NA,NA,54820,NA,13521,NA,41,0,0,0,0,0,0,0,,latest
166124,NA,88600,50500,55500,66254,84240,19000,25879,119,966,0,0,0,0,0,0,0,,latest
166133,30900,34900,25200,28200,33751,35578,2500,4750,933,1988,0,0,0,0,0,0,0,,latest
166391,42700,45700,32500,36400,49535,50915,19500,21500,223,1011,0,0,0,0,0,0,0,,latest
166407,NA,67200,NA,64100,NA,95006,20000,20000,109,284,0,0,0,0,0,0,0,,latest
166452,34200,40500,30300,33400,39737,41277,14250,15000,479,1393,0,0,0,0,0,0,0,,latest
166489,36400,43700,33800,31000,37637,37534,18000,19000,187,715,0,0,0,0,0,0,0,,latest
166498,NA,26500,NA,21000,NA,NA,NA,5500,48,64,0,0,0,0,0,0,0,,latest
166513,53700,57200,42300,45700,59354,64695,18500,18250,2378,8184,0,0,0,0,1,0,0,aanapii,latest
166629,52500,57700,40200,44200,56089,66904,20000,20000,2214,10224,0,0,0,0,0,0,0,,latest
166638,49100,53700,39300,42600,58196,64922,15250,15000,2768,6339,0,0,0,0,1,0,0,aanapii,latest
166647,39900,44900,31200,34400,38693,42595,3176,4620,393,1025,0,0,0,0,0,0,0,,latest
166656,110900,106500,82000,82200,100585,108480,25000,25000,874,2720,0,0,0,0,0,0,0,,latest
166674,38800,40700,29800,31200,38537,38459,19500,19500,215,899,0,0,0,0,0,0,0,,latest
166683,132300,153600,83500,99600,125089,135278,6500,12462,43,481,0,0,0,0,0,0,0,,latest
166692,NA,96000,69000,75200,NA,99847,16540,20500,88,863,0,0,0,0,0,0,0,,latest
166708,NA,198100,NA,69600,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
166717,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,0,0,0,0,,latest
166805,NA,NA,NA,NA,NA,NA,NA,6252,41,58,0,0,0,0,0,0,0,,latest
166823,34600,38800,28100,31200,42858,44680,5562,5567,357,1530,0,0,0,0,0,0,0,,latest
166850,62900,62200,43500,47000,52714,55201,24125,23750,244,1851,0,0,0,0,0,0,0,,latest
166869,NA,NA,NA,69200,NA,89388,25000,24700,108,300,0,0,0,0,0,0,0,,latest
166887,36100,39200,30900,33800,44225,45369,3500,5187,540,1785,0,0,0,0,1,0,0,aanapii,latest
166911,NA,28800,NA,25000,NA,28328,25625,23707,58,206,0,0,0,0,0,0,0,,latest
166939,55100,53900,36000,36800,52665,55754,18763,18258,168,744,0,0,0,0,0,0,0,,latest
166957,32300,36400,27300,31600,34999,38341,4509,5500,601,1624,0,0,0,0,0,0,0,,latest
167039,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0,,latest
167057,46400,41200,NA,34000,NA,29543,24000,19500,29,142,0,0,0,0,0,0,0,,latest
167093,NA,95600,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
167215,NA,85200,NA,65200,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
167260,50200,53500,36900,40300,48590,48868,15750,19500,189,831,0,0,0,0,0,0,0,,latest
167288,33200,38300,29200,30100,47797,45267,17000,15750,255,813,0,0,0,0,0,0,0,,latest
167297,NA,42200,NA,38400,NA,50517,9500,9500,29,66,0,0,0,0,0,0,0,,latest
167312,36100,38600,28700,31000,41620,43774,4750,5500,790,1882,0,0,0,0,0,1,0,hsi,latest
167358,72900,74200,51100,57800,74132,82813,21950,22000,1157,5624,0,0,0,0,0,0,0,,latest
167376,32400,37200,27900,30400,38314,39480,6040,5661,666,1564,0,0,0,0,0,1,0,hsi,latest
167394,43800,49600,39700,45500,NA,53542,20750,20500,353,891,0,0,0,0,0,0,0,,latest
167464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
167525,39500,45600,34100,40000,NA,47794,8000,8300,1089,2033,0,0,0,0,0,0,0,,latest
167534,34400,39200,29500,33300,42475,43873,10760,10500,2058,4262,0,0,0,0,0,0,0,,latest
167598,61300,56800,35200,40500,NA,50322,23750,23750,223,824,0,0,0,0,0,0,0,,latest
167631,34900,37600,27100,29500,NA,42185,NA,NA,NA,NA,0,1,0,0,0,0,0,pbi,latest
167677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
167729,42100,47100,36400,39300,55278,54540,20000,19500,1255,3761,0,0,0,0,0,0,0,,latest
167783,56300,58400,48700,49700,63913,59301,20916,21780,216,879,0,0,0,0,0,0,0,,latest
167792,36400,43700,33800,31000,37637,37534,18000,19000,187,715,0,0,0,0,0,0,0,,latest
167835,46700,51100,35400,37400,57697,57322,14750,13500,205,979,0,0,0,0,0,0,0,,latest
167871,NA,44800,34000,37400,NA,NA,8654,6750,70,171,0,0,0,0,0,0,0,,latest
167899,38900,48500,31100,40700,39952,45448,20315,23000,536,1972,0,0,0,0,0,0,0,,latest
167905,32200,36500,26300,30400,33407,35265,3909,4996,521,1477,0,0,0,0,0,1,0,hsi,latest
167987,47400,51500,37700,41100,60133,59968,17500,18133,1185,3865,0,0,0,0,0,0,0,,latest
167996,65500,66800,48100,50800,NA,70520,24648,23472,98,1079,0,0,0,0,0,0,0,,latest
168005,58200,59900,42500,43700,62869,61452,22635,20500,568,2227,0,0,0,0,0,0,0,,latest
168032,NA,22800,NA,18700,NA,NA,NA,5500,NA,31,0,0,0,0,0,0,0,,latest
168148,135600,103300,62000,56600,57442,70761,10465,15043,112,999,0,0,0,0,0,0,0,,latest
168218,79600,71800,46200,48600,70028,72216,5468,8700,80,517,0,0,0,0,0,0,0,,latest
168227,64100,67300,48400,54200,87257,80509,19000,18500,403,2125,0,0,0,0,0,0,0,,latest
168254,61500,61300,43500,46800,63900,68753,19500,19500,262,1629,0,0,0,0,0,0,0,,latest
168263,44500,48900,35500,37500,48149,51731,13687,15250,845,3122,0,0,0,0,0,0,0,,latest
168281,67400,55500,41000,38300,54790,57990,21750,23000,102,776,0,0,0,0,0,0,0,,latest
168342,117600,89800,43600,51400,66152,79082,6043,11667,57,389,0,0,0,0,0,0,0,,latest
